,birthday,known_for_department,deathday,id,name,gender,biography,place_of_birth,profile_path
68,1949-11-05,Acting,,29446,Armin Shimerman,2,"From Wikipedia, the free encyclopedia.

Armin Shimerman (born November 5, 1949) is an American actor and voice actor. Shimerman is known for playing the Ferengi bartender Quark in the television series Star Trek: Deep Space Nine, Principal Snyder in Buffy the Vampire Slayer, Kramer's caddy Stan on Seinfeld, voicing Dr. Nefarious in the Ratchet &amp; Clank series, and Andrew Ryan, one of the antagonists of BioShock. He also played Dr. Potter in the 2011 movie adaptation of Ayn Rand's Atlas Shrugged.",Lakewood - New Jersey - USA,/9THIxwTKPI5MrPPmLmwzU1CpQkl.jpg
69,1954-09-14,Acting,,12879,Vince Deadrick Jr.,2,,,/z4HIKOQGQj8QXozFpQhj43xlmHm.jpg
70,1964-06-04,Acting,,28848,Sean Pertwee,2,"​Sean Pertwee (born 4 June 1964) is an English actor well known for his film and voice over work. He is the son of Jon Pertwee, who was best known for playing the third incarnation of The Doctor in the long-running television series Doctor Who.",London - England - UK,/mHNlvnrlFvNddFY6isD0S40lAIu.jpg
71,1974-06-13,Acting,,53646,Missy Crider,1,,"Columbia, South Carolina, USA",/xkFq4Ye3yz6R5EaBBLb6bY5IDjs.jpg
72,,Acting,,1352583,Alfredo Cozzolino,0,,,/1lkBHO97DOlKehwH32C4oilM5Oo.jpg
73,,Acting,,2120431,Armando Ortega,2,,,
74,,Acting,,2072691,Yang Qianquan,1,,,
75,,Acting,,21107,Nicholas John Renner,2,,,
76,,Acting,,83102,Darrel Heath,0,,,/fQX3dcBY19jhCJf5j0RjI5QD34d.jpg
77,,Acting,,2070136,Danielle Eckert,0,,,
78,1994-04-04,Acting,,1848887,Michael McElroy,2,,"San Bernardino, California, USA",/y3FTJaalgfvC8oofDAe7t4kZnTW.jpg
79,1962-01-11,Acting,,207295,Melanie Hill,1,"Melanie Hill (born 11 January 1962) is an English actress from Sunderland.

Description above from the Wikipedia article Melanie Hill, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Sunderland, Tyne and Wear, England, UK",
80,,Sound,,1420324,Chris Johnston,0,,,
81,1940-04-25,Acting,,1158,Al Pacino,2,"Alfredo James ""Al"" Pacino (born April 25, 1940) is an American film and stage actor and director. He is famous for playing mobsters, including Michael Corleone in The Godfather trilogy, Tony Montana in Scarface, Alphonse ""Big Boy"" Caprice in Dick Tracy and Carlito Brigante in Carlito's Way, though he has also appeared several times on the other side of the law — as a police officer, detective and a lawyer. His role as Frank Slade in Scent of a Woman won him the Academy Award for Best Actor in 1992 after receiving seven previous Oscar nominations.

He made his feature film debut in the 1969 film Me, Natalie in a minor supporting role, before playing the leading role in the 1971 drama The Panic in Needle Park. Pacino made his major breakthrough when he was given the role of Michael Corleone in The Godfather in 1972, which earned him an Academy Award nomination for Best Supporting Actor. Other Oscar nominations for Best Supporting Actor were for Dick Tracy and Glengarry Glen Ross. Oscar nominations for Best Actor include The Godfather Part II, Serpico, Dog Day Afternoon, the court room drama ...And Justice for All and Scent of a Woman.

In addition to a career in film, he has also enjoyed a successful career on stage, picking up Tony Awards for Does a Tiger Wear a Necktie? and The Basic Training of Pavlo Hummel. His love of Shakespeare led him to direct his first film with Looking for Richard, a part documentary on the play Richard III. Pacino has received numerous lifetime achievement awards, including one from the American Film Institute. He is a method actor, taught mainly by Lee Strasberg and Charlie Laughton at the Actors Studio in New York. Although he has never married, Pacino has had several relationships with actresses and has three children.","New York City, New York, USA",/xS7rcpJrUMZ373FX3H6j9TdbYz1.jpg
82,1968-01-12,Acting,,167501,Farrah Forke,1,,,/gmKm7TiZduyyaLlNgWnQEZHTc5Q.jpg
83,1960-08-06,Acting,,2221,Leland Orser,2,"Leland Jones Orser (born August 6, 1960) is an American film and television actor. Orser is a character actor, whose career has included playing a number of parts of deranged, psychotic, and degenerate characters. Orser has appeared in small roles in a wide variety of films and television shows, including Chief of Surgery Dr. Lucien Dubenko on the television show ER.

Description above from the Wikipedia article Leland Orser, licensed under CC-BY-SA, full list of contributors on Wikipedia.","San Francisco, California, USA",/2XnpH5LOE7Ln0JMhFTT73QscLQh.jpg
84,,Acting,,180916,Markus Parilo,2,,,/yDrlaIP6ExNqSbIbKf4KtH5O92G.jpg
85,1949-01-23,Acting,,40643,Andy Rashleigh,2,,"East London, England, UK",
86,1988-08-16,Acting,,20848,Rumer Willis,1,"Rumer Glenn Willis (born August 16, 1988) is an American actress, the oldest daughter of Bruce Willis and Demi Moore and the stepdaughter of Emma Heming and Ashton Kutcher.

Description above from the Wikipedia article Rumer Willis, licensed under CC-BY-SA, full list of contributors on Wikipedia.","Paducah, Kentucky, USA",/1zTYqeOsMzF2sVihlQravksTOl0.jpg
87,1930-12-11,Acting,,1352,Jean-Louis Trintignant,2,"Jean-Louis Trintignant (born 11 December 1930) is a French actor who has enjoyed an international acclaim. He won the Best Actor Award at the 1969 Cannes Film Festival.

Trintignant was born in Piolenc, Vaucluse, France, the son of Claire (née Tourtin) and Raoul Trintignant, an industrialist. At the age of twenty, Trintignant moved to Paris to study drama, and made his theatrical debut in 1951 going on to be seen as one of the most gifted French actors of the post-war era. After touring in the early 1950s in several theater productions, his first motion picture appearance came in 1955 and the following year he gained stardom with his performance opposite Brigitte Bardot in Roger Vadim's And God Created Woman.

Trintignant’s acting was interrupted for several years by mandatory military service. After serving in Algiers, he returned to Paris and resumed his work in film. He had the leading male role in the classic A Man and a Woman, which at the time was the most successful French film ever screened in the foreign market.

In Italy, he was always dubbed into Italian, and his work stretched into collaborations with renowned Italian directors, including Sergio Corbucci in The Great Silence, Valerio Zurlini in Violent Summer and The Desert of the Tartars, Ettore Scola in La terrazza, Bernardo Bertolucci in The Conformist, and Dino Risi in the cult film The Easy Life.

Throughout the 1970s, Trintignant starred in numerous films and in 1983 he made his first English language feature film, Under Fire. Following this, he starred in François Truffaut's final film, Confidentially Yours, and reprised his best-known role in the sequel A Man and a Woman: 20 Years Later.

In 1994, he starred in Krzysztof Kieślowski's last film, Three Colors: Red.

Though he takes an occasional film role, he has, as of late, been focusing essentially on his stage work.

After a 14-year gap, Trintignant came back on screen for Michael Haneke's film Amour. Haneke had sent Trintignant the script, which had been written specifically for him. Trintignant said that he chooses which films he works in on the basis of the director, and said of Haneke that ""he has the most complete mastery of the cinematic discipline, from technical aspects like sound and photography to the way he handles actors"".","Piolenc, Vaucluse, France",/rvwO5Rsm2ZohPCQjwEvY30PBp68.jpg
88,1956-01-03,Acting,,2461,Mel Gibson,2,"An actor, film director, producer and screenwriter. Born in Peekskill, New York, Gibson moved with his parents to Sydney, Australia when he was 12 years old and later studied acting at the Australian National Institute of Dramatic Art. After appearing in the Mad Max and Lethal Weapon series, Gibson went on to direct and star in the Academy Award-winning Braveheart. In 2004, he directed and produced The Passion of the Christ, a controversial, yet successful film, portraying the last hours in the life of Jesus Christ. Outside his career, remarks by Gibson have generated accusations of homophobia, antisemitism, racism, and misogyny; he has previously attributed the statements to his alcoholism.

Description from Wikipedia.","Peekskill, New York, USA",/4IsmIFUgoJgUZjen8Ldxnw5YQvG.jpg
89,,Acting,,2120441,Holly Kuespert,0,,,
90,,Acting,,1357100,Phil Nee,0,,,/pZGJkVIw1RFmZuNiUzRQGupqMzW.jpg
91,1970-10-14,Acting,,288,Jon Seda,2,"Jonathan Seda (born October 14, 1970) is an American actor of Puerto Rican descent, possibly best known for his role as Detective Paul Falsone on NBC's: Homicide: Life on the Street. Seda was an amateur boxer who in 1992, auditioned for and was given a role in the film Gladiator. He became interested in acting and appeared in various films. He portrayed Chris Pérez alongside Jennifer Lopez in Selena and became widely known to both the Hispanic and non-Hispanic communities. He continues to act and has had numerous television appearances, and recently appeared as legendary Marine John Basilone in Tom Hanks and Steven Spielberg's follow up to Band of Brothers, The Pacific. Seda currently stars in the HBO series, Treme.",Manhattan - New York City - New York - USA,/zYDXb5F4IyzuODWSuGa2mLU8HMz.jpg
92,,Acting,,17932,Patrick Borriello,0,,,
93,,Acting,,21967,Samuel Gould,0,,,/kzoyMk82i2tzag1KtJXVvwLR16K.jpg
94,1969-12-15,Acting,,202032,Ralph Ineson,2,Ralph Michael Ineson (born 15 December 1969) is an English actor. He played Chris Finch on the BBC television programmeme The Office. He has a strong Yorkshire accent and is a supporter of Leeds United.,Leeds - West Yorkshire - England - UK,/zqvpAuiocN9hHjg6f9Dqu2S8y9x.jpg
95,1970-10-30,Acting,,9781,Nia Long,1,"Nia Long (born October 30, 1970) is an American actress and occasional music video director. She is best known for her roles in the television series The Fresh Prince of Bel-Air and Third Watch, and the films Soul Food, Love Jones, The Best Man, Big Momma's House, and Are We There Yet?     Long was born in Brooklyn, New York, U.S. Her family is of Afro-Trinidadian descent. Her name, Nia, is one of the seven days of Kwanzaa, which means purpose in Swahili. Long's parents divorced when she was two years old, and she and her mother moved to Iowa City, Iowa. They subsequently moved to a South Los Angeles neighborhood when Long was seven. Long's father currently resides in Trenton, New Jersey. Long's half-sister is comedienne Sommore, one of the stars of The Queens of Comedy.  She attended the Roman Catholic school St. Mary's Academy and studied ballet, tap, jazz, gymnastics, guitar, and acting. She graduated from WestchesterHigh School in 1989. Long's acting coach was Betty Bridges, better known as the mother of Diff'rent Strokes star Todd Bridges. Her earliest role was in the Disney television movie, The B.R.A.T Patrol alongside Sean Astin, Tim Thomerson and Brian Keith. Her first notable role on television was a three-year contract role as Kathryn ""Kat"" Speakes on the soap opera Guiding Light. Long portrayed Kat from 1991 to 1994, then f rom 1994 - 1995, she played Will Smith's girlfriend and fiancée Beulah ""Lisa"" Wilkes on The Fresh Prince of Bel Air. In 2003, she joined the cast of the drama Third Watch, where she played NYPD Officer Sasha Monroe, continuing until the series finale in 2005. In 2005 and 2006, Long appeared on Everwood, and appeared on Boston Legal during its 2006-2007 season. Long also starred in Big Shots from 2007-2008 alongside Michael Vartan and Dylan McDermott. She also made a guest appearance on the successful sitcom Living Single during its first season. Long appeared in supporting roles in a number of movies including, Boyz n the Hood, Friday, and Made in America. She played a leading role, or a member of the primary ensemble, in several films, including Soul Food, Love Jones, Boiler Room, Big Momma's House, Are We There Yet?, and The Best Man. Ice Cube has starred with her in four films, while (fellow Westchester High alum) Regina King has starred with her in two. Long was voted one of the 50 most beautiful people in the World in 2000 by People. She won a NAACP Image Award for Outstanding Actress in a Drama Series in 2004 for her performance on Third Watch.     In addition to her film credits, she directed Yolanda Adams's music video for ""This Too Shall Pass"" and co-directed and appeared in Ashanti's music video, ""Baby"". She also appears in the video for Kanye West's, ""Touch The Sky"". Long and her former long-time boyfriend and fellow actor Massai Z. Dorsey have a son, Massai Zhivago Dorsey II, born on November 26, 2000.","Brooklyn, New York City, New York, USA",/lQOJcWiruMEnYK5eRyQTTMT8OZ5.jpg
96,,Acting,,1034640,Aida Mohammadkhani,0,,,
97,,Directing,,70850,Andrew Sipes,2,,,
98,,Crew,,57256,Ed Boon,0,,,
99,1922-08-24,Acting,2002-03-22,230280,Boris Sichkin,2,,"Kiev, Ukrainian SSR, USSR",/oXaRle3bIGuvlnMWexcyS4ywwI8.jpg
